ds,food_price_index,news_sentiment,troop_movements
2025-04-29 18:36:17.788447,98.40398104846771,0.20160585172316892,7
2025-04-30 18:36:17.788447,101.11579376436568,-0.6824958751524939,5
2025-05-01 18:36:17.788447,103.06420969680175,-0.3915391244174731,4
2025-05-02 18:36:17.788447,104.44503329926793,0.17291745712906748,7
2025-05-03 18:36:17.788447,102.43555933341311,-0.5192104250316512,3
2025-05-04 18:36:17.788447,106.13108076366399,-0.1916930402485283,3
2025-05-05 18:36:17.788447,104.20550726268849,-0.154592287288568,8
2025-05-06 18:36:17.788447,105.9527539113727,0.010466703948700307,5
2025-05-07 18:36:17.788447,105.46345320467046,-0.17320067777461756,2
2025-05-08 18:36:17.788447,104.37851206164683,0.15969636915593322,7
2025-05-09 18:36:17.788447,101.6910579442474,-0.08870616465429682,5
2025-05-10 18:36:17.788447,103.99941728769653,-0.40244104673213843,6
2025-05-11 18:36:17.788447,102.23473671589733,-0.9141472991000412,3
2025-05-12 18:36:17.788447,100.4484238422228,0.2644389814309014,5
2025-05-13 18:36:17.788447,101.42163630562213,-0.5040888548463482,8
2025-05-14 18:36:17.788447,103.11155284569384,0.027124038640410797,6
2025-05-15 18:36:17.788447,104.65061915119033,-0.42181881384866804,5
2025-05-16 18:36:17.788447,104.92594366433076,-0.052594359370456645,5
2025-05-17 18:36:17.788447,102.3804468518149,0.25391897682285514,1
2025-05-18 18:36:17.788447,102.58403480947518,0.4049940456484251,5
2025-05-19 18:36:17.788447,99.01444429416448,-0.099690723622613,3
2025-05-20 18:36:17.788447,99.76943724054331,-0.3547758201315826,2
2025-05-21 18:36:17.788447,100.82191170927875,-0.12600986629498756,0
2025-05-22 18:36:17.788447,101.25876900050805,0.2992383125618798,6
2025-05-23 18:36:17.788447,99.63394633829124,-0.2569734414021526,8
2025-05-24 18:36:17.788447,101.54883533525367,0.3711374222710895,4
2025-05-25 18:36:17.788447,102.49461408040749,-0.5610878215869111,2
2025-05-26 18:36:17.788447,98.16975617353457,-0.7965688987906775,9
2025-05-27 18:36:17.788447,94.96134469163931,-0.4892767282946384,9
2025-05-28 18:36:17.788447,95.70409521925025,-0.5134292683648877,5
2025-05-29 18:36:17.788447,94.87874651150307,-0.25042865670470826,5
2025-05-30 18:36:17.788447,92.8172461008018,0.22807806982664314,1
2025-05-31 18:36:17.788447,92.28969782147303,0.00576104431517388,2
2025-06-01 18:36:17.788447,90.35399404774273,-0.4906238933018259,5
2025-06-02 18:36:17.788447,91.45283944720629,-0.1645997132289705,6
2025-06-03 18:36:17.788447,91.49294696507543,-0.726695517494946,4
2025-06-04 18:36:17.788447,91.68712717427134,-0.45293359098801944,2
2025-06-05 18:36:17.788447,89.4454096509207,0.08450397310813162,2
2025-06-06 18:36:17.788447,85.72035506822158,-0.5316173998536086,6
2025-06-07 18:36:17.788447,86.36343950786399,0.0879677131696246,3
2025-06-08 18:36:17.788447,87.10757010505489,0.33000313500793443,5
2025-06-09 18:36:17.788447,84.94556978616065,0.1008178209002406,9
2025-06-10 18:36:17.788447,85.36129206651745,-0.6175696733155234,5
2025-06-11 18:36:17.788447,83.62049695463264,-0.93970171247115,5
2025-06-12 18:36:17.788447,82.22867719739246,-0.16162217255665112,8
2025-06-13 18:36:17.788447,81.92025101810357,-0.06956993951977386,5
2025-06-14 18:36:17.788447,85.95302066180756,-0.7006916228840836,5
2025-06-15 18:36:17.788447,87.69971288584202,-0.3447496484151089,6
2025-06-16 18:36:17.788447,85.68474492466886,-0.5898364180926425,4
2025-06-17 18:36:17.788447,86.88684365637641,-0.7207627534280223,9
2025-06-18 18:36:17.788447,87.53509015678958,0.1603237039431442,6
2025-06-19 18:36:17.788447,88.36968308535302,-0.4177670758084071,6
2025-06-20 18:36:17.788447,88.86146175418433,-0.9598124053904098,4
2025-06-21 18:36:17.788447,88.73440434161262,-0.03836792587329807,7
2025-06-22 18:36:17.788447,84.65655021888145,0.43166771027491735,7
2025-06-23 18:36:17.788447,82.87762112264801,-0.10847266225823726,3
2025-06-24 18:36:17.788447,83.5293158919149,0.345327095111017,4
2025-06-25 18:36:17.788447,84.48452960664059,-0.48671216040633647,6
2025-06-26 18:36:17.788447,85.41802227142179,0.09445441587418046,6
2025-06-27 18:36:17.788447,86.12153009866428,0.0680716248059583,4
2025-06-28 18:36:17.788447,82.38820257081501,-0.1888909926993244,6
2025-06-29 18:36:17.788447,82.12805744661574,0.043367625360100304,3
2025-06-30 18:36:17.788447,84.76734571153382,-0.18138335530105976,7
2025-07-01 18:36:17.788447,79.71598028635569,-0.6782609929956134,8
2025-07-02 18:36:17.788447,80.93135271305117,-0.5319488405103074,2
2025-07-03 18:36:17.788447,85.80939450881688,-0.5044225731104237,7
2025-07-04 18:36:17.788447,86.03544002960322,-0.6982522869504809,6
2025-07-05 18:36:17.788447,86.72585376807898,0.40328127662148083,3
2025-07-06 18:36:17.788447,88.70944183864104,-0.9496160749762972,2
2025-07-07 18:36:17.788447,88.75434678051153,-0.8947501168621939,4
2025-07-08 18:36:17.788447,90.89621099401064,-0.6259592344212376,2
2025-07-09 18:36:17.788447,86.50410926159662,-0.6243524465563881,3
2025-07-10 18:36:17.788447,85.78965828529888,0.49621571870777714,1
2025-07-11 18:36:17.788447,90.27308342177705,-0.13198304547290773,6
2025-07-12 18:36:17.788447,94.38727890135345,-0.6235485463774438,7
2025-07-13 18:36:17.788447,97.34557328510121,0.07426086397565568,2
2025-07-14 18:36:17.788447,99.62439523198965,-0.3346761880112502,6
2025-07-15 18:36:17.788447,98.15025335483048,0.30147176834267553,5
2025-07-16 18:36:17.788447,98.0984118529933,-0.25740988171039314,9
2025-07-17 18:36:17.788447,100.50598145211872,0.18820014220472436,5
2025-07-18 18:36:17.788447,101.38346934940438,-0.6592889724159173,10
2025-07-19 18:36:17.788447,103.23803421815812,0.25592491327678824,6
2025-07-20 18:36:17.788447,106.12024825040628,-0.10941542428157658,4
2025-07-21 18:36:17.788447,106.68890369146604,0.1907227971675658,6
2025-07-22 18:36:17.788447,106.50326946532186,-0.8276928646701229,4
2025-07-23 18:36:17.788447,106.48856655139302,-0.39458121999896,6
2025-07-24 18:36:17.788447,107.68542446840281,0.15778445990451506,8
2025-07-25 18:36:17.788447,108.92778173275595,-0.35905945841579223,5
2025-07-26 18:36:17.788447,108.31756649205862,0.1238763315488478,4
2025-07-27 18:36:17.788447,104.90986144795677,0.31050723622369025,3
2025-07-28 18:36:17.788447,106.06347258765432,-0.11836331237498321,5
2025-07-29 18:36:17.788447,105.92564605190094,-0.5417986636452441,7
2025-07-30 18:36:17.788447,105.01355883558438,0.11106755179882533,4
2025-07-31 18:36:17.788447,104.76824702116167,-0.007142611462492288,2
2025-08-01 18:36:17.788447,104.28180029443655,-0.5526935595651455,4
2025-08-02 18:36:17.788447,100.10565743673118,0.48495715315046106,3
2025-08-03 18:36:17.788447,102.18164375279228,-0.9331816335706047,11
2025-08-04 18:36:17.788447,103.92261697745951,0.36375571365939274,3
2025-08-05 18:36:17.788447,105.18486473206231,-0.8481985115025314,6
2025-08-06 18:36:17.788447,108.83976638414323,-0.6359067585783035,3
2025-08-07 18:36:17.788447,106.97057585579206,-0.33085148260277597,5
2025-08-08 18:36:17.788447,107.87697679303174,0.44937627029315785,7
2025-08-09 18:36:17.788447,109.84268921783041,-0.29623807253388135,5
2025-08-10 18:36:17.788447,110.01180921805302,-0.5855593911238742,1
2025-08-11 18:36:17.788447,110.8366721306565,0.005777796638688493,5
2025-08-12 18:36:17.788447,110.0857203144828,-0.3239917985256685,4
2025-08-13 18:36:17.788447,111.65628079484502,0.04138540061083251,5
2025-08-14 18:36:17.788447,110.65720776835369,0.08864748182752424,3
2025-08-15 18:36:17.788447,110.53436458753775,0.04280158594182737,2
2025-08-16 18:36:17.788447,115.16566560252514,-0.8705301230768678,5
2025-08-17 18:36:17.788447,118.15819065488165,0.2773053358290605,4
2025-08-18 18:36:17.788447,118.17800459007049,-0.4931612957789526,5
2025-08-19 18:36:17.788447,116.61305899730863,-0.6744158326397136,6
2025-08-20 18:36:17.788447,115.64858212323814,-0.41576003303733533,5
2025-08-21 18:36:17.788447,119.26832475513456,-0.5556566899560298,3
2025-08-22 18:36:17.788447,119.79624373073133,-0.7869623073447742,7
2025-08-23 18:36:17.788447,121.51772209627234,-0.33382579815332936,5
2025-08-24 18:36:17.788447,120.54328375312781,0.43814140704698223,7
2025-08-25 18:36:17.788447,119.69920750866741,0.036359938923272495,6
2025-08-26 18:36:17.788447,120.54651412480972,0.2644606716757325,6
2025-08-27 18:36:17.788447,122.80948760484026,0.13148690348483072,4
2025-08-28 18:36:17.788447,127.53652176747745,-0.31345730058784593,4
2025-08-29 18:36:17.788447,126.0216379907949,-0.8191808617349269,3
2025-08-30 18:36:17.788447,124.1103940043187,0.46777274107626443,5
2025-08-31 18:36:17.788447,121.98242015561256,-0.6548447415218099,9
2025-09-01 18:36:17.788447,124.78027630453373,0.12607085979604093,3
2025-09-02 18:36:17.788447,127.0764141046813,-0.8526964637682477,7
2025-09-03 18:36:17.788447,124.26972419222331,-0.4126493440099377,4
2025-09-04 18:36:17.788447,124.33070646520824,-0.7411928502677073,3
2025-09-05 18:36:17.788447,124.30179877580906,-0.009875864330104456,4
2025-09-06 18:36:17.788447,126.06867307643499,-0.32913212105624434,5
2025-09-07 18:36:17.788447,124.51293610695488,-0.009124123750369528,9
2025-09-08 18:36:17.788447,121.25506676463847,-0.5076641786121525,6
2025-09-09 18:36:17.788447,119.05438445339749,0.143038361149477,6
2025-09-10 18:36:17.788447,123.51901529668444,0.20469831119721071,5
2025-09-11 18:36:17.788447,125.41565985687222,0.24155360622417144,6
2025-09-12 18:36:17.788447,126.2849648203476,-0.6709807462727794,4
2025-09-13 18:36:17.788447,126.69136850644128,0.05738504220162577,8
2025-09-14 18:36:17.788447,126.05470138945061,-0.9936294238995127,3
2025-09-15 18:36:17.788447,126.47248764370495,0.4063149168312197,1
2025-09-16 18:36:17.788447,127.55256257079974,0.3529293613582347,6
2025-09-17 18:36:17.788447,128.855417516988,-0.7359859048635082,3
2025-09-18 18:36:17.788447,129.94304433109176,-0.7240703919425296,5
