ds,food_price_index,news_sentiment,troop_movements
2025-04-29 18:36:17.732766,98.59877056548825,0.2185419637615249,4
2025-04-30 18:36:17.732766,101.3314852149119,0.466153352145801,6
2025-05-01 18:36:17.732766,103.92376527219875,-0.7582175281507958,6
2025-05-02 18:36:17.732766,100.81393378968157,0.12757569555263792,7
2025-05-03 18:36:17.732766,97.97764643172175,-0.8765226295938822,4
2025-05-04 18:36:17.732766,94.64750551577502,-0.09280228719101391,2
2025-05-05 18:36:17.732766,98.46507289880013,-0.33035213001588115,4
2025-05-06 18:36:17.732766,98.74024885133173,0.3887794095258017,7
2025-05-07 18:36:17.732766,98.73560445848227,-0.04061013067308916,7
2025-05-08 18:36:17.732766,99.94654773179157,-0.24409419813864774,2
2025-05-09 18:36:17.732766,98.11974034349244,-0.5719864124599108,5
2025-05-10 18:36:17.732766,97.859097412532,-0.5069341647520131,10
2025-05-11 18:36:17.732766,95.59227910031291,0.28443826889398216,3
2025-05-12 18:36:17.732766,96.90317094170064,-0.6236135175428503,7
2025-05-13 18:36:17.732766,95.09986983485666,-0.32834483232546374,5
2025-05-14 18:36:17.732766,95.92158195441418,0.08613160770618888,4
2025-05-15 18:36:17.732766,98.14280246661593,-0.5617617483252476,6
2025-05-16 18:36:17.732766,98.00849810979064,0.1900671525489308,8
2025-05-17 18:36:17.732766,99.75982781087326,-0.5787282283647057,3
2025-05-18 18:36:17.732766,97.44020070724481,-0.24761043939287242,4
2025-05-19 18:36:17.732766,95.15919347463935,-0.0391486318228943,5
2025-05-20 18:36:17.732766,95.69893711670211,-0.5588086642602985,6
2025-05-21 18:36:17.732766,95.37309885645357,0.037696161431934216,5
2025-05-22 18:36:17.732766,92.65010056964319,0.06826505277587236,5
2025-05-23 18:36:17.732766,91.78413853855862,-0.36432634794688434,6
2025-05-24 18:36:17.732766,94.28766270332304,-0.23019377083486348,2
2025-05-25 18:36:17.732766,92.97605663831933,-0.8120207961541708,3
2025-05-26 18:36:17.732766,93.12641934775644,-0.7856348784799408,6
2025-05-27 18:36:17.732766,92.44416303814899,0.16153086495167046,5
2025-05-28 18:36:17.732766,92.93044128518706,-0.886235037108161,6
2025-05-29 18:36:17.732766,93.72902314907678,-0.6074137178960861,4
2025-05-30 18:36:17.732766,95.01139991332779,-0.42065932821760355,3
2025-05-31 18:36:17.732766,96.15221965270851,-0.8717815662200648,5
2025-06-01 18:36:17.732766,97.90266443094637,-0.9434577743635453,6
2025-06-02 18:36:17.732766,98.85507144533752,-0.9824713719743567,5
2025-06-03 18:36:17.732766,99.3463514969772,-0.13337500487309195,3
2025-06-04 18:36:17.732766,98.41812714054058,0.49505106338629434,4
2025-06-05 18:36:17.732766,92.37074951002106,-0.7750356511746006,6
2025-06-06 18:36:17.732766,91.68043136933593,0.0145676169982345,5
2025-06-07 18:36:17.732766,90.18963300141178,-0.09112421057933184,6
2025-06-08 18:36:17.732766,88.8832299780857,-0.07714998761044767,3
2025-06-09 18:36:17.732766,85.50844462400904,0.2369545784925715,3
2025-06-10 18:36:17.732766,87.11006113998329,-0.3147264669079972,3
2025-06-11 18:36:17.732766,83.48215485107599,0.10400078828912473,6
2025-06-12 18:36:17.732766,84.41917681985076,-0.5112722109051453,3
2025-06-13 18:36:17.732766,84.04850914552995,0.205135160171533,8
2025-06-14 18:36:17.732766,85.01272349390624,0.2693807632391565,6
2025-06-15 18:36:17.732766,86.8533073546885,-0.07088499677928861,3
2025-06-16 18:36:17.732766,90.97055172850835,-0.7861578614274471,5
2025-06-17 18:36:17.732766,93.81409354400658,0.08282113423131743,4
2025-06-18 18:36:17.732766,96.0312893172773,0.3111410036788489,5
2025-06-19 18:36:17.732766,99.02196444559688,-0.1296407724259474,3
2025-06-20 18:36:17.732766,99.21961102647741,-0.1549913828538676,3
2025-06-21 18:36:17.732766,99.50027006705848,-0.21550212951070535,2
2025-06-22 18:36:17.732766,98.63975644153668,0.0872018253711726,5
2025-06-23 18:36:17.732766,99.34108191272699,0.26608071987856174,7
2025-06-24 18:36:17.732766,101.66704156917154,-0.33610482246270856,4
2025-06-25 18:36:17.732766,101.72841147675511,-0.6355817886400672,7
2025-06-26 18:36:17.732766,101.8267962799562,0.20916025339482847,5
2025-06-27 18:36:17.732766,100.6497358128073,0.37323027232475603,4
2025-06-28 18:36:17.732766,103.93910254401571,-0.5037555487649041,8
2025-06-29 18:36:17.732766,104.07632851771261,-0.9719676533957138,3
2025-06-30 18:36:17.732766,105.29914585774794,-0.8724842274334041,4
2025-07-01 18:36:17.732766,105.00219221438057,0.38964305134825805,8
2025-07-02 18:36:17.732766,106.02860731847896,-0.03170469902791395,4
2025-07-03 18:36:17.732766,102.49041935614908,-0.3973691944906934,5
2025-07-04 18:36:17.732766,102.85626899457054,-0.7593920539239287,4
2025-07-05 18:36:17.732766,101.72210971847643,-0.31124012977784266,3
2025-07-06 18:36:17.732766,104.43846872670436,0.06902605618845281,3
2025-07-07 18:36:17.732766,106.09014415182429,0.4239049232981975,6
2025-07-08 18:36:17.732766,105.62980335745874,0.10823508474938581,3
2025-07-09 18:36:17.732766,104.28192793165324,0.2662111882779348,5
2025-07-10 18:36:17.732766,102.49530785444234,-0.2687694847462119,5
