ds,food_price_index,news_sentiment,troop_movements
2025-04-29 18:36:17.753364,100.15274954569912,0.435091429217759,5
2025-04-30 18:36:17.753364,100.77339294854443,-0.34156813172329326,4
2025-05-01 18:36:17.753364,100.08310186550884,-0.36853514893428574,1
2025-05-02 18:36:17.753364,99.77450005543231,0.26306874535205793,6
2025-05-03 18:36:17.753364,97.33123474599351,-0.8698557026656939,2
2025-05-04 18:36:17.753364,92.23747748547949,-0.04424488743643873,4
2025-05-05 18:36:17.753364,92.91683930918057,0.3428580173141045,4
2025-05-06 18:36:17.753364,91.27023002155612,0.44910347362880887,4
2025-05-07 18:36:17.753364,92.15837533467868,-0.5676007963180132,8
2025-05-08 18:36:17.753364,94.1285864224485,-0.7919911024546782,7
2025-05-09 18:36:17.753364,94.19721700733653,-0.44734225144796613,6
2025-05-10 18:36:17.753364,94.8164089398432,-0.43208531990010735,4
2025-05-11 18:36:17.753364,91.96978045766271,-0.6294151451159253,4
2025-05-12 18:36:17.753364,93.67363364981522,-0.6023794140800085,5
2025-05-13 18:36:17.753364,90.27212887647218,-0.4681202880595252,5
2025-05-14 18:36:17.753364,89.3820250136234,-0.7817062711943356,4
2025-05-15 18:36:17.753364,87.46482339497717,-0.9421609088831424,5
2025-05-16 18:36:17.753364,87.61531176672598,-0.5324518858377252,6
2025-05-17 18:36:17.753364,87.47229805736336,-0.5316739963750701,4
2025-05-18 18:36:17.753364,84.47855169352333,0.3320231201667816,8
2025-05-19 18:36:17.753364,83.36466374644404,0.38755011387457294,6
2025-05-20 18:36:17.753364,80.67703840173213,-0.6788525136896915,2
2025-05-21 18:36:17.753364,79.52164741260923,-0.08515076475966943,5
2025-05-22 18:36:17.753364,80.28691172132119,-0.9358428747376416,3
2025-05-23 18:36:17.753364,77.30417803762803,-0.137998822196697,9
2025-05-24 18:36:17.753364,80.74477767837122,-0.039871786138405474,4
2025-05-25 18:36:17.753364,79.84568594774859,-0.888343987082612,7
2025-05-26 18:36:17.753364,81.29194387688071,-0.052994500587609794,7
2025-05-27 18:36:17.753364,85.88812302324446,-0.9536042109329538,6
