ds,food_price_index,news_sentiment,troop_movements
2025-04-29 18:36:17.805277,98.1127373601431,-0.8632764304680858,6
2025-04-30 18:36:17.805277,96.08593574918206,-0.101344714870228,4
2025-05-01 18:36:17.805277,94.90978391765213,-0.3319088366286356,5
2025-05-02 18:36:17.805277,97.13296129563408,-0.5383759887680225,4
2025-05-03 18:36:17.805277,96.9181529928609,0.022409868662297328,6
2025-05-04 18:36:17.805277,99.20560995022917,-0.281611437809548,6
2025-05-05 18:36:17.805277,95.15590191313808,-0.41753766132785786,5
2025-05-06 18:36:17.805277,96.65716793075771,-0.4455286361889783,0
2025-05-07 18:36:17.805277,100.10644519509678,-0.5956634813085694,8
2025-05-08 18:36:17.805277,99.41177697358103,-0.9367392017845602,5
2025-05-09 18:36:17.805277,104.1593708657541,-0.6483178114737131,4
2025-05-10 18:36:17.805277,102.25996960600315,-0.2459544618330085,1
2025-05-11 18:36:17.805277,101.24167608081854,-0.3454610466691802,4
2025-05-12 18:36:17.805277,97.33480523750399,-0.7495695911415259,7
2025-05-13 18:36:17.805277,96.70268700324704,-0.06491728471578007,5
2025-05-14 18:36:17.805277,94.2900999536155,-0.8514284201712877,4
2025-05-15 18:36:17.805277,98.47193885961599,-0.5542965328981392,10
2025-05-16 18:36:17.805277,99.76251676550673,-0.3037959317696235,5
2025-05-17 18:36:17.805277,102.98010261264024,0.14645032345212794,6
2025-05-18 18:36:17.805277,106.7716297887798,0.027762675409150894,5
2025-05-19 18:36:17.805277,104.6534196073433,0.01668748213722937,5
2025-05-20 18:36:17.805277,101.6829163880739,0.296524602104278,9
2025-05-21 18:36:17.805277,105.09873610471274,0.2751137350512227,6
2025-05-22 18:36:17.805277,103.3800156902977,-0.8267282998336649,3
2025-05-23 18:36:17.805277,104.24110677056002,0.14350167284097815,6
2025-05-24 18:36:17.805277,103.40860439259997,-0.903172266190041,4
2025-05-25 18:36:17.805277,103.71876702905539,0.297307214339944,6
2025-05-26 18:36:17.805277,102.96322520003056,-0.4739685646169438,6
2025-05-27 18:36:17.805277,103.93153664606265,-0.3625153073393653,2
2025-05-28 18:36:17.805277,102.92032299471569,-0.953782148381684,5
2025-05-29 18:36:17.805277,104.74425528789152,-0.5177640686011958,11
2025-05-30 18:36:17.805277,103.34273713079008,-0.25926011652803727,7
2025-05-31 18:36:17.805277,105.31549519701639,-0.5154713819697039,2
2025-06-01 18:36:17.805277,102.79120740874481,-0.7855051975972271,4
2025-06-02 18:36:17.805277,101.94547890704715,-0.09010227411525995,3
2025-06-03 18:36:17.805277,100.09102996041841,-0.15725284752997415,7
2025-06-04 18:36:17.805277,100.72584432586335,0.4982718841812215,7
2025-06-05 18:36:17.805277,99.68894341459772,0.2320444843124172,5
2025-06-06 18:36:17.805277,101.01495360122581,0.20099915158943982,10
2025-06-07 18:36:17.805277,101.65404390460309,0.44091083085334026,3
2025-06-08 18:36:17.805277,99.90026110070119,-0.8569267649613294,6
2025-06-09 18:36:17.805277,98.86939753865836,0.07371509312974389,5
2025-06-10 18:36:17.805277,98.76940909461291,-0.9140305290503695,2
2025-06-11 18:36:17.805277,98.15262649372016,0.3206787311152146,7
2025-06-12 18:36:17.805277,98.42174037329357,-0.13822539426853808,7
2025-06-13 18:36:17.805277,99.50948193644264,-0.9401877517393846,7
2025-06-14 18:36:17.805277,99.69999692856005,0.08568752731012164,8
2025-06-15 18:36:17.805277,101.7921660783063,-0.8223887224373347,5
2025-06-16 18:36:17.805277,100.39834809541979,-0.4755287194875446,8
2025-06-17 18:36:17.805277,103.40542040528389,0.38944280144951504,6
2025-06-18 18:36:17.805277,101.59491093913917,0.09410218240465751,10
2025-06-19 18:36:17.805277,104.72983131494004,-0.7915775876403264,3
2025-06-20 18:36:17.805277,106.37751103954693,0.4388001984036036,6
2025-06-21 18:36:17.805277,109.55852327069893,0.09662082515936365,2
2025-06-22 18:36:17.805277,112.482101173653,-0.4060089141091556,6
2025-06-23 18:36:17.805277,115.89291450010695,-0.8028642789102289,6
2025-06-24 18:36:17.805277,113.29982833467346,-0.025222012451895703,7
2025-06-25 18:36:17.805277,110.9595938584236,-0.45283211906287213,5
2025-06-26 18:36:17.805277,109.5000509488056,-0.5773430775474435,6
2025-06-27 18:36:17.805277,112.14361910154105,-0.33731694897648223,2
2025-06-28 18:36:17.805277,117.62894505863183,0.2875127233268464,3
2025-06-29 18:36:17.805277,116.61301326254386,-0.4947645463556051,3
2025-06-30 18:36:17.805277,114.77975639041608,-0.8987116391573629,5
2025-07-01 18:36:17.805277,112.93401002058178,-0.6157171623949449,3
2025-07-02 18:36:17.805277,112.9631871610824,-0.22795427497927534,6
